date,max_seq_length,accuracy,val_accuracy,loss,val_loss
18/08/2021 04:14:26,17,"[0.498765866458416, 0.49962499886751177, 0.5226785689592361, 0.5434722185134888, 0.5494365066289901, 0.5528928577899933, 0.554017859697342, 0.555194440484047, 0.5572261929512023, 0.5569880902767181, 0.5583809643983841, 0.5581785649061203, 0.5599384903907776, 0.5601726233959198, 0.56068055331707, 0.5613154768943787, 0.5615535706281662, 0.5621785640716552, 0.5627261847257614, 0.5621646910905838]","[0.5028657227754593, 0.523458331823349, 0.5529444426298141, 0.5603055536746979, 0.5637129664421081, 0.5669583290815353, 0.5695092558860779, 0.5716805517673492, 0.5732222199440002, 0.5741111069917679, 0.5758981496095658, 0.5770324021577835, 0.5784166723489761, 0.5791851848363876, 0.5798426002264023, 0.5808009237051011, 0.5811203688383102, 0.5819490730762482, 0.5823935180902481, 0.5830046266317368]","[0.4435534581542015, 0.38091906905174255, 0.3240946188569069, 0.3138709217309952, 0.3119077399373055, 0.31105845123529435, 0.3099895104765892, 0.3094583734869957, 0.30853193402290346, 0.3081235781311989, 0.30746827870607374, 0.3072440579533577, 0.3065616860985756, 0.306361323595047, 0.30585675239562987, 0.3058777004480362, 0.3054463714361191, 0.30467808097600935, 0.3045022919774055, 0.3044309213757515]","[0.39828148037195205, 0.3305515244603157, 0.3266544610261917, 0.32706715911626816, 0.3259433165192604, 0.32496149390935897, 0.32378105223178866, 0.32315320819616317, 0.3222703292965889, 0.3214081659913063, 0.3205981120467186, 0.3201351001858711, 0.3196303710341454, 0.3192072778940201, 0.318343722820282, 0.31798127144575117, 0.31727381646633146, 0.31688551157712935, 0.31604719161987305, 0.3158189594745636]"
