date,round,max_seq_length,accuracy,val_accuracy,loss,val_loss
18/08/2021 04:14:26,11,17,"[0.4988095164299011, 0.49884921312332153, 0.5239285826683044, 0.5473809242248535, 0.5513095259666443, 0.5528174638748169, 0.5555555820465088, 0.5548809766769409, 0.5555555820465088, 0.5535714030265808, 0.5595635175704956, 0.5553174614906311, 0.5602381229400635, 0.5609126687049866, 0.560952365398407, 0.5603174567222595, 0.5590872764587402, 0.5597618818283081, 0.5654364824295044, 0.561984121799469]","[0.5027777552604675, 0.5188888907432556, 0.5477777719497681, 0.5551851987838745, 0.5581481456756592, 0.5632407665252686, 0.5643518567085266, 0.5687037110328674, 0.5721296072006226, 0.5722222328186035, 0.5728703737258911, 0.5747222304344177, 0.5762037038803101, 0.5770370364189148, 0.5777778029441833, 0.5770370364189148, 0.5781481266021729, 0.5794444680213928, 0.5801851749420166, 0.5810185074806213]","[0.44671162962913513, 0.3865358531475067, 0.3221069574356079, 0.31169283390045166, 0.31072673201560974, 0.3105749189853668, 0.30842098593711853, 0.30765411257743835, 0.3088207542896271, 0.30696916580200195, 0.3076827824115753, 0.3075001537799835, 0.3065776824951172, 0.30592358112335205, 0.3063967227935791, 0.30567705631256104, 0.3056006133556366, 0.30441054701805115, 0.30510014295578003, 0.3038876950740814]","[0.40068769454956055, 0.33264151215553284, 0.33085229992866516, 0.33137133717536926, 0.3297717571258545, 0.3296773135662079, 0.3290288746356964, 0.3272337317466736, 0.3261139988899231, 0.32581400871276855, 0.3241628110408783, 0.3241983652114868, 0.32345670461654663, 0.322763055562973, 0.32259058952331543, 0.32090458273887634, 0.3195890784263611, 0.32016661763191223, 0.31844741106033325, 0.3174726366996765]"
18/08/2021 04:14:26,12,17,"[0.4988095164299011, 0.49845239520072937, 0.5243650674819946, 0.5433729887008667, 0.5450396537780762, 0.5465079545974731, 0.5478571653366089, 0.5501587390899658, 0.5545238256454468, 0.5531349182128906, 0.5503174662590027, 0.5576984286308289, 0.5571428537368774, 0.5560317635536194, 0.5548412799835205, 0.5591269731521606, 0.5571825504302979, 0.5575793385505676, 0.5587698221206665, 0.5600000023841858]","[0.5027777552604675, 0.5266666412353516, 0.5526852011680603, 0.5552777647972107, 0.5555555820465088, 0.5588889122009277, 0.561296284198761, 0.5631481409072876, 0.5656481385231018, 0.5656481385231018, 0.568240761756897, 0.5747222304344177, 0.5730555653572083, 0.5756481289863586, 0.5764814615249634, 0.5759259462356567, 0.57833331823349, 0.5765740871429443, 0.5782407522201538, 0.5774999856948853]","[0.44202107191085815, 0.3799479603767395, 0.3213478624820709, 0.31353282928466797, 0.31238633394241333, 0.3131927251815796, 0.31169360876083374, 0.3116041123867035, 0.3094804286956787, 0.30889010429382324, 0.3101017475128174, 0.30871111154556274, 0.3081079125404358, 0.30870988965034485, 0.3076629638671875, 0.3074052035808563, 0.3064318001270294, 0.3051970303058624, 0.30634739995002747, 0.30650848150253296]","[0.39538103342056274, 0.3336457312107086, 0.3281703591346741, 0.32920417189598083, 0.32800430059432983, 0.3261345624923706, 0.3248211145401001, 0.3228049874305725, 0.32126346230506897, 0.32014045119285583, 0.320122092962265, 0.32099631428718567, 0.31968507170677185, 0.3192586302757263, 0.31928765773773193, 0.31919291615486145, 0.3197712004184723, 0.31813642382621765, 0.31927117705345154, 0.3199313282966614]"
18/08/2021 04:14:26,13,17,"[0.4988095164299011, 0.49984127283096313, 0.529285728931427, 0.5480952262878418, 0.5585317611694336, 0.5582936406135559, 0.5552777647972107, 0.556587278842926, 0.5572618842124939, 0.5583333373069763, 0.5613492131233215, 0.5584126710891724, 0.5622618794441223, 0.5586904883384705, 0.5629364848136902, 0.5620238184928894, 0.5609920620918274, 0.5621031522750854, 0.560952365398407, 0.5618650913238525]","[0.5027777552604675, 0.5246296525001526, 0.5664814710617065, 0.5724999904632568, 0.5734259486198425, 0.573796272277832, 0.575092613697052, 0.5760185122489929, 0.5756481289863586, 0.579537034034729, 0.5782407522201538, 0.5791666507720947, 0.5803703665733337, 0.5796296000480652, 0.5803703665733337, 0.5818518400192261, 0.5812963247299194, 0.585185170173645, 0.5829629898071289, 0.5836111307144165]","[0.44298693537712097, 0.38057881593704224, 0.3183016777038574, 0.31020474433898926, 0.3102739453315735, 0.30889734625816345, 0.30929723381996155, 0.3087259829044342, 0.3074604868888855, 0.306719034910202, 0.30639857053756714, 0.30639374256134033, 0.3056029975414276, 0.3053697347640991, 0.305109441280365, 0.3052031695842743, 0.3054105341434479, 0.30554789304733276, 0.30549612641334534, 0.30335733294487]","[0.4030340909957886, 0.3338642716407776, 0.32599666714668274, 0.3273089528083801, 0.3266961872577667, 0.325094610452652, 0.3249678909778595, 0.32429632544517517, 0.3233104646205902, 0.3232424259185791, 0.32160067558288574, 0.32128119468688965, 0.31958284974098206, 0.31931647658348083, 0.3181324303150177, 0.31808364391326904, 0.31674063205718994, 0.31666284799575806, 0.3150663673877716, 0.31558558344841003]"
18/08/2021 04:14:26,14,17,"[0.4988095164299011, 0.4992460310459137, 0.5061110854148865, 0.5181348919868469, 0.526190459728241, 0.5327777862548828, 0.5359126925468445, 0.5394444465637207, 0.5421428680419922, 0.544603168964386, 0.5516666769981384, 0.5490872859954834, 0.5504364967346191, 0.5540872812271118, 0.5546031594276428, 0.5511507987976074, 0.5544841289520264, 0.5569841265678406, 0.5550793409347534, 0.5588889122009277]","[0.5025925636291504, 0.5046296119689941, 0.5253703594207764, 0.5315740704536438, 0.5380555391311646, 0.5401852130889893, 0.5422222018241882, 0.5472221970558167, 0.5510185360908508, 0.5532407164573669, 0.5571296215057373, 0.5607407689094543, 0.5665740966796875, 0.5674999952316284, 0.5675926208496094, 0.5710185170173645, 0.5724074244499207, 0.573796272277832, 0.5754629373550415, 0.5715740919113159]","[0.4394781291484833, 0.37546685338020325, 0.33298733830451965, 0.32217180728912354, 0.31932035088539124, 0.3188006579875946, 0.31520456075668335, 0.3145811855792999, 0.3128418028354645, 0.3122618794441223, 0.3098297119140625, 0.31043070554733276, 0.3088897466659546, 0.30857551097869873, 0.3075115978717804, 0.30740585923194885, 0.3086661696434021, 0.30652502179145813, 0.30713486671447754, 0.3059447407722473]","[0.37333357334136963, 0.3290218412876129, 0.3296310007572174, 0.3328908383846283, 0.33462709188461304, 0.33253195881843567, 0.33038267493247986, 0.3294522762298584, 0.32735878229141235, 0.324419766664505, 0.32266226410865784, 0.3212921917438507, 0.3194323182106018, 0.3199979066848755, 0.3185168504714966, 0.3193317949771881, 0.318570077419281, 0.31849122047424316, 0.31899160146713257, 0.3179498612880707]"
18/08/2021 04:14:26,15,17,"[0.4988095164299011, 0.4988095164299011, 0.5101190209388733, 0.5348809361457825, 0.5434920787811279, 0.5461905002593994, 0.5501587390899658, 0.5519444346427917, 0.5551984310150146, 0.5569444298744202, 0.5588095188140869, 0.5532936453819275, 0.5584920644760132, 0.5605952143669128, 0.5588095188140869, 0.5611904859542847, 0.5594444274902344, 0.5572618842124939, 0.5600396990776062, 0.5595238208770752]","[0.5025925636291504, 0.5029629468917847, 0.5396296381950378, 0.5500925779342651, 0.5562037229537964, 0.5592592358589172, 0.5615741014480591, 0.5654629468917847, 0.5694444179534912, 0.5735185146331787, 0.577129602432251, 0.5769444704055786, 0.5782407522201538, 0.5794444680213928, 0.5802778005599976, 0.5810185074806213, 0.5824074149131775, 0.5826851725578308, 0.5829629898071289, 0.5836111307144165]","[0.44174695014953613, 0.3881591260433197, 0.332898885011673, 0.31569305062294006, 0.3132113516330719, 0.3122011721134186, 0.3121393024921417, 0.3120397627353668, 0.30931025743484497, 0.30806636810302734, 0.30898556113243103, 0.30819040536880493, 0.3064099848270416, 0.3068561255931854, 0.30593734979629517, 0.3066805899143219, 0.30717718601226807, 0.30580955743789673, 0.3059554100036621, 0.3052997589111328]","[0.3969042897224426, 0.33259090781211853, 0.3291305601596832, 0.33138003945350647, 0.32963502407073975, 0.3313111662864685, 0.3273092210292816, 0.32721617817878723, 0.32668694853782654, 0.3244048058986664, 0.3234300911426544, 0.32149532437324524, 0.3211379945278168, 0.3205988109111786, 0.32085809111595154, 0.31903165578842163, 0.31756991147994995, 0.3173649311065674, 0.31582555174827576, 0.3172907531261444]"
18/08/2021 04:14:26,16,17,"[0.4988095164299011, 0.4990476071834564, 0.5044841170310974, 0.5309126973152161, 0.5383729934692383, 0.5523412823677063, 0.5530158877372742, 0.5548015832901001, 0.5548015832901001, 0.5586110949516296, 0.5596825480461121, 0.557619035243988, 0.5604761838912964, 0.5594047904014587, 0.5623015761375427, 0.5606349110603333, 0.566865086555481, 0.5633333325386047, 0.5651984214782715, 0.5642856955528259]","[0.5028703808784485, 0.5087037086486816, 0.5314815044403076, 0.5496296286582947, 0.5560185313224792, 0.5634258985519409, 0.5656481385231018, 0.5689814686775208, 0.574999988079071, 0.5757407546043396, 0.5785185098648071, 0.580740749835968, 0.5804629921913147, 0.5833333134651184, 0.583981454372406, 0.5837963223457336, 0.5837963223457336, 0.5857407450675964, 0.585185170173645, 0.5864814519882202]","[0.44280359148979187, 0.383893758058548, 0.3376605212688446, 0.3185369670391083, 0.3141106069087982, 0.31287792325019836, 0.31076744198799133, 0.31071895360946655, 0.30915164947509766, 0.3083922266960144, 0.3068447709083557, 0.30817657709121704, 0.3059413731098175, 0.3057461380958557, 0.3039783537387848, 0.306195467710495, 0.3034670948982239, 0.30450084805488586, 0.3049103021621704, 0.30325064063072205]","[0.38455823063850403, 0.3336443603038788, 0.3265780806541443, 0.3275471329689026, 0.32639795541763306, 0.32549986243247986, 0.323050320148468, 0.32240208983421326, 0.31955960392951965, 0.3180701732635498, 0.3160225450992584, 0.31495434045791626, 0.31303757429122925, 0.3143123686313629, 0.31249845027923584, 0.31312814354896545, 0.31244656443595886, 0.3129670321941376, 0.3104097545146942, 0.3123169541358948]"
18/08/2021 04:14:26,17,17,"[0.4988095164299011, 0.4998015761375427, 0.5240079164505005, 0.5438095331192017, 0.5485317707061768, 0.5504364967346191, 0.551626980304718, 0.5506349205970764, 0.5573412775993347, 0.5540079474449158, 0.5570635199546814, 0.558571457862854, 0.5581746101379395, 0.5573015809059143, 0.557539701461792, 0.5590872764587402, 0.557619035243988, 0.5613095164299011, 0.5575000047683716, 0.5586904883384705]","[0.5027777552604675, 0.5236111283302307, 0.5497221946716309, 0.5583333373069763, 0.5615741014480591, 0.5644444227218628, 0.5671296119689941, 0.5692592859268188, 0.5689814686775208, 0.5703703761100769, 0.5742592811584473, 0.5756481289863586, 0.5759259462356567, 0.5770370364189148, 0.5775926113128662, 0.5786111354827881, 0.5765740871429443, 0.579537034034729, 0.5788888931274414, 0.5799999833106995]","[0.43940475583076477, 0.37718087434768677, 0.3213834762573242, 0.3146462142467499, 0.31197550892829895, 0.31134384870529175, 0.3109992742538452, 0.30967652797698975, 0.30928096175193787, 0.31052321195602417, 0.307829350233078, 0.3077463209629059, 0.30732572078704834, 0.30708029866218567, 0.30711448192596436, 0.3065643310546875, 0.30708059668540955, 0.30515703558921814, 0.3050716817378998, 0.306157648563385]","[0.39347898960113525, 0.32746464014053345, 0.32737571001052856, 0.3273894190788269, 0.326856791973114, 0.3257570266723633, 0.32423341274261475, 0.3250066041946411, 0.3237241804599762, 0.32345277070999146, 0.322956383228302, 0.3232215642929077, 0.3230847120285034, 0.3225817382335663, 0.3224506974220276, 0.3220157325267792, 0.32124632596969604, 0.3215166926383972, 0.32071006298065186, 0.3202296495437622]"
18/08/2021 04:14:26,18,17,"[0.4988095164299011, 0.5002777576446533, 0.5296031832695007, 0.5518651008605957, 0.5561110973358154, 0.5593650937080383, 0.5578174591064453, 0.5600396990776062, 0.5627777576446533, 0.5585317611694336, 0.5600396990776062, 0.5625793933868408, 0.5623809695243835, 0.5622222423553467, 0.5636110901832581, 0.5638889074325562, 0.5630555748939514, 0.5632143020629883, 0.5678571462631226, 0.5649206638336182]","[0.5027777552604675, 0.5339815020561218, 0.5626851916313171, 0.565833330154419, 0.5700926184654236, 0.570277750492096, 0.5754629373550415, 0.5765740871429443, 0.5767592787742615, 0.5778703689575195, 0.5794444680213928, 0.5801851749420166, 0.5816666483879089, 0.5826851725578308, 0.5842592716217041, 0.5856481194496155, 0.5850926041603088, 0.584074079990387, 0.583981454372406, 0.5856481194496155]","[0.4430350959300995, 0.37455740571022034, 0.3180813193321228, 0.31281578540802, 0.30877482891082764, 0.3085561990737915, 0.30867525935173035, 0.30814307928085327, 0.30761784315109253, 0.30585476756095886, 0.30617275834083557, 0.30544376373291016, 0.30595862865448, 0.304693341255188, 0.30459049344062805, 0.30564549565315247, 0.30539387464523315, 0.3043641149997711, 0.30173274874687195, 0.3037572205066681]","[0.3954242765903473, 0.32297056913375854, 0.32240521907806396, 0.3220740258693695, 0.32194215059280396, 0.321489155292511, 0.32133564352989197, 0.3204285204410553, 0.31908008456230164, 0.31884729862213135, 0.3193199336528778, 0.3184543550014496, 0.31744658946990967, 0.31763625144958496, 0.3168184757232666, 0.31588685512542725, 0.3143184781074524, 0.31424129009246826, 0.31302517652511597, 0.3129080832004547]"
18/08/2021 04:14:26,19,17,"[0.4988095164299011, 0.5006746053695679, 0.5365079641342163, 0.5526190400123596, 0.5584920644760132, 0.5597222447395325, 0.5602381229400635, 0.5615079402923584, 0.5623412728309631, 0.561468243598938, 0.5627381205558777, 0.5626587271690369, 0.5608730316162109, 0.5649206638336182, 0.5605555772781372, 0.5648412704467773, 0.5644841194152832, 0.56634920835495, 0.565079391002655, 0.5628968477249146]","[0.5027777552604675, 0.5405555367469788, 0.5721296072006226, 0.5735185146331787, 0.5772222280502319, 0.5796296000480652, 0.5818518400192261, 0.5809259414672852, 0.5811111330986023, 0.5806481242179871, 0.5818518400192261, 0.5811111330986023, 0.5846296548843384, 0.584074079990387, 0.584074079990387, 0.585185170173645, 0.5832407474517822, 0.5848147869110107, 0.5880555510520935, 0.5887036919593811]","[0.44651439785957336, 0.3778475224971771, 0.31527140736579895, 0.30998197197914124, 0.30794575810432434, 0.3078524172306061, 0.3080684244632721, 0.30720940232276917, 0.3066164553165436, 0.30591922998428345, 0.30530238151550293, 0.3059903383255005, 0.306528776884079, 0.30402547121047974, 0.3054142892360687, 0.3051299452781677, 0.30431240797042847, 0.3034350574016571, 0.3029203414916992, 0.3038727045059204]","[0.4048433005809784, 0.3210999071598053, 0.3217843174934387, 0.3221876323223114, 0.3223842978477478, 0.3222082853317261, 0.32096680998802185, 0.3198331892490387, 0.31902727484703064, 0.31808021664619446, 0.3175138533115387, 0.31686267256736755, 0.3180750906467438, 0.31675368547439575, 0.316007137298584, 0.3155738413333893, 0.31504762172698975, 0.31424590945243835, 0.31381866335868835, 0.313268780708313]"
18/08/2021 04:14:26,20,17,"[0.4988095164299011, 0.4987698495388031, 0.5097222328186035, 0.536309540271759, 0.5448809266090393, 0.5501587390899658, 0.5514285564422607, 0.5525793433189392, 0.555476188659668, 0.5540079474449158, 0.5558730363845825, 0.5569047331809998, 0.5582539439201355, 0.560436487197876, 0.5595238208770752, 0.5618253946304321, 0.5600793361663818, 0.5592857003211975, 0.5628174543380737, 0.5635714530944824]","[0.5027777552604675, 0.5108333230018616, 0.5515740513801575, 0.556759238243103, 0.5589814782142639, 0.5648148059844971, 0.5676851868629456, 0.5719444155693054, 0.5753703713417053, 0.5747222304344177, 0.5776851773262024, 0.5782407522201538, 0.5791666507720947, 0.5801851749420166, 0.5799074172973633, 0.5817592740058899, 0.5804629921913147, 0.5821296572685242, 0.5829629898071289, 0.5832407474517822]","[0.44777774810791016, 0.3913322985172272, 0.3350261151790619, 0.31476643681526184, 0.3128855526447296, 0.3119587302207947, 0.3097112774848938, 0.3098575174808502, 0.308906614780426, 0.30908557772636414, 0.3081476390361786, 0.30763736367225647, 0.307088166475296, 0.3072369396686554, 0.3066558241844177, 0.30509644746780396, 0.30529311299324036, 0.30573010444641113, 0.3026100695133209, 0.30439186096191406]","[0.4065747559070587, 0.340379536151886, 0.32711201906204224, 0.3270788788795471, 0.3275173306465149, 0.32612138986587524, 0.325580358505249, 0.3240881860256195, 0.32208365201950073, 0.3238969147205353, 0.32230544090270996, 0.3223288655281067, 0.3216705918312073, 0.32198601961135864, 0.3202431797981262, 0.319715291261673, 0.319052517414093, 0.3194505572319031, 0.3179725706577301, 0.3163449764251709]"
18/08/2021 04:14:26,1,10,"[0.4988095164299011, 0.49865078926086426, 0.5064682364463806, 0.5173412561416626, 0.5285714268684387, 0.5384523868560791, 0.5408729910850525, 0.5407936573028564, 0.5380555391311646, 0.5424603223800659, 0.5452380776405334, 0.5453174710273743, 0.5449206233024597, 0.5467857122421265, 0.5489682555198669, 0.5526190400123596, 0.5479761958122253, 0.5530952215194702, 0.5525397062301636, 0.5491666793823242]","[0.5027777552604675, 0.5078703761100769, 0.5200926065444946, 0.5344444513320923, 0.5387963056564331, 0.5455555319786072, 0.5493518710136414, 0.5514814853668213, 0.5562037229537964, 0.557962954044342, 0.560092568397522, 0.5614814758300781, 0.5628703832626343, 0.5664814710617065, 0.567037045955658, 0.5698148012161255, 0.5695370435714722, 0.5696296095848083, 0.570277750492096, 0.5716666579246521]","[0.4447217285633087, 0.38962873816490173, 0.34403276443481445, 0.32209068536758423, 0.31735169887542725, 0.3133317530155182, 0.3142459988594055, 0.3126475512981415, 0.3108389377593994, 0.31261831521987915, 0.311418354511261, 0.3104798197746277, 0.3101223409175873, 0.3095807135105133, 0.30828702449798584, 0.3079102337360382, 0.30844539403915405, 0.3067742884159088, 0.3071020245552063, 0.30766308307647705]","[0.41221970319747925, 0.35459840297698975, 0.32486051321029663, 0.32385483384132385, 0.32458123564720154, 0.3228839933872223, 0.3217475712299347, 0.3199850916862488, 0.31985658407211304, 0.31952694058418274, 0.3185217082500458, 0.31838369369506836, 0.31759965419769287, 0.3176168203353882, 0.31796354055404663, 0.31705352663993835, 0.31707701086997986, 0.3167986273765564, 0.31513166427612305, 0.3154812753200531]"
18/08/2021 04:14:26,2,10,"[0.4988095164299011, 0.49884921312332153, 0.5036110877990723, 0.511904776096344, 0.5194047689437866, 0.5248016119003296, 0.5321031808853149, 0.5312301516532898, 0.533650815486908, 0.5344047546386719, 0.5373015999794006, 0.538690447807312, 0.5439682602882385, 0.5420238375663757, 0.541785717010498, 0.5446428656578064, 0.5478968024253845, 0.5490079522132874, 0.5520238280296326, 0.5513492226600647]","[0.5028703808784485, 0.5042592883110046, 0.5157407522201538, 0.5262036919593811, 0.5305555462837219, 0.5311111211776733, 0.5336111187934875, 0.5375925898551941, 0.5389814972877502, 0.5425925850868225, 0.5458333492279053, 0.5516666769981384, 0.5564814805984497, 0.558055579662323, 0.5636110901832581, 0.5650925636291504, 0.5674074292182922, 0.571481466293335, 0.5730555653572083, 0.5737037062644958]","[0.4455816447734833, 0.38788995146751404, 0.3430691063404083, 0.3249691426753998, 0.31993213295936584, 0.3200361728668213, 0.31764212250709534, 0.3177703619003296, 0.3152301609516144, 0.3161206543445587, 0.3118664026260376, 0.31318551301956177, 0.3122398257255554, 0.31236279010772705, 0.3106251657009125, 0.31068703532218933, 0.30863508582115173, 0.3080494999885559, 0.30722928047180176, 0.30678045749664307]","[0.39314380288124084, 0.33310142159461975, 0.31926706433296204, 0.322308212518692, 0.3256400227546692, 0.32825180888175964, 0.32861143350601196, 0.3287288546562195, 0.32689252495765686, 0.3253491520881653, 0.3251548409461975, 0.3232487142086029, 0.32206282019615173, 0.3209373950958252, 0.31879159808158875, 0.3168533444404602, 0.3169994354248047, 0.3162989020347595, 0.3161957561969757, 0.3156873285770416]"
18/08/2021 04:14:26,3,10,"[0.4988095164299011, 0.49908730387687683, 0.49888888001441956, 0.5024206638336182, 0.5068253874778748, 0.5052381157875061, 0.5068650841712952, 0.5084920525550842, 0.5095635056495667, 0.5115476250648499, 0.512936532497406, 0.5146428346633911, 0.5142063498497009, 0.5107142925262451, 0.5130952596664429, 0.5110317468643188, 0.5136507749557495, 0.5127381086349487, 0.5184524059295654, 0.5147222280502319]","[0.5027777552604675, 0.5062962770462036, 0.5040740966796875, 0.5091666579246521, 0.5117592811584473, 0.5120370388031006, 0.5132407546043396, 0.5153703689575195, 0.5105555653572083, 0.5126851797103882, 0.5149074196815491, 0.5169444680213928, 0.517037034034729, 0.5161111354827881, 0.5166666507720947, 0.5196296572685242, 0.5233333110809326, 0.5224074125289917, 0.522777795791626, 0.522685170173645]","[0.4443539083003998, 0.3910697102546692, 0.347164124250412, 0.3289942145347595, 0.3243318796157837, 0.3247388005256653, 0.3225739002227783, 0.32272428274154663, 0.3210356831550598, 0.32084357738494873, 0.3195730149745941, 0.3185161352157593, 0.3207290768623352, 0.32201701402664185, 0.3209497928619385, 0.3197273910045624, 0.3201220631599426, 0.31993377208709717, 0.3174700140953064, 0.31955182552337646]","[0.39513593912124634, 0.34188857674598694, 0.3279559016227722, 0.3263254463672638, 0.32714927196502686, 0.32695356011390686, 0.32821282744407654, 0.3272762894630432, 0.32771170139312744, 0.32635974884033203, 0.32620683312416077, 0.3274911642074585, 0.3285995125770569, 0.32711291313171387, 0.32665425539016724, 0.32662874460220337, 0.3270755410194397, 0.32783904671669006, 0.3272084891796112, 0.3246988356113434]"
