date,round,start_time,end_time,max_seq_length,accuracy,val_accuracy,loss,val_loss
22/08/2021 14:37:13,1,22/08/2021 23:10:24,22/08/2021 23:14:37,9,"[0.4988095164299011, 0.4988095164299011, 0.49912697076797485, 0.5048412680625916, 0.5149999856948853, 0.5300793647766113, 0.5372222065925598, 0.5403968095779419, 0.5436508059501648, 0.5476190447807312, 0.5482539534568787, 0.5511904954910278, 0.5503174662590027, 0.5541666746139526, 0.5543254017829895, 0.555476188659668, 0.5558730363845825, 0.5519444346427917, 0.5556349158287048, 0.5553968548774719]","[0.5027777552604675, 0.5027777552604675, 0.5052777528762817, 0.5242592692375183, 0.5508333444595337, 0.5571296215057373, 0.5608333349227905, 0.5648148059844971, 0.5674999952316284, 0.5685185194015503, 0.5706481337547302, 0.5713889002799988, 0.5729629397392273, 0.5741666555404663, 0.5737037062644958, 0.5751851797103882, 0.5748147964477539, 0.5737037062644958, 0.5733333230018616, 0.5733333230018616]","[0.4495440721511841, 0.41104355454444885, 0.373005747795105, 0.34256383776664734, 0.32269978523254395, 0.3137652575969696, 0.3113360106945038, 0.3110393285751343, 0.3101145029067993, 0.3089972734451294, 0.3075825870037079, 0.30790093541145325, 0.3086272180080414, 0.3054351210594177, 0.30787280201911926, 0.3059181869029999, 0.3054451644420624, 0.30684956908226013, 0.3052535355091095, 0.305287629365921]","[0.44311970472335815, 0.3948410451412201, 0.3500085175037384, 0.31867077946662903, 0.3093735873699188, 0.30841875076293945, 0.3081195652484894, 0.30855703353881836, 0.3088620901107788, 0.3089337944984436, 0.3088378608226776, 0.30820706486701965, 0.3080359399318695, 0.307870090007782, 0.30785369873046875, 0.30738499760627747, 0.3065100908279419, 0.3064872622489929, 0.3061026632785797, 0.30616989731788635]"
22/08/2021 14:37:13,2,22/08/2021 23:14:37,22/08/2021 23:18:49,9,"[0.4988095164299011, 0.4987698495388031, 0.5058333277702332, 0.5400396585464478, 0.5457539558410645, 0.5556746125221252, 0.5551587343215942, 0.5548412799835205, 0.560436487197876, 0.5580952167510986, 0.5596428513526917, 0.561468243598938, 0.5601190328598022, 0.5638889074325562, 0.5617063641548157, 0.5615476369857788, 0.5650396943092346, 0.5606746077537537, 0.5624603033065796, 0.5593650937080383]","[0.5027777552604675, 0.5025925636291504, 0.5528703927993774, 0.5684259533882141, 0.5717592835426331, 0.572685182094574, 0.5741666555404663, 0.5758333206176758, 0.5712962746620178, 0.5744444727897644, 0.5746296048164368, 0.5727777481079102, 0.5740740895271301, 0.5741666555404663, 0.5724999904632568, 0.5762037038803101, 0.5757407546043396, 0.5755555629730225, 0.5745370388031006, 0.5761111378669739]","[0.4434438943862915, 0.3989839553833008, 0.34113338589668274, 0.311145544052124, 0.30864548683166504, 0.3059864938259125, 0.3062475025653839, 0.30637332797050476, 0.3045770227909088, 0.3044458031654358, 0.3054012060165405, 0.3055560886859894, 0.3032384216785431, 0.3046574592590332, 0.3029564321041107, 0.3033445477485657, 0.3040006756782532, 0.30329835414886475, 0.3031372129917145, 0.3026781380176544]","[0.4338618516921997, 0.36294981837272644, 0.30744868516921997, 0.3083091974258423, 0.3090042173862457, 0.3092649281024933, 0.3095260560512543, 0.3095901310443878, 0.30882543325424194, 0.30883467197418213, 0.3084673285484314, 0.30789825320243835, 0.30744582414627075, 0.3071298599243164, 0.3069676458835602, 0.3074459135532379, 0.3064797520637512, 0.305952250957489, 0.3054986000061035, 0.3063618242740631]"
22/08/2021 14:37:13,3,22/08/2021 23:18:49,22/08/2021 23:23:02,9,"[0.4988095164299011, 0.4988095164299011, 0.49960318207740784, 0.5117856860160828, 0.5345237851142883, 0.5432142615318298, 0.5451587438583374, 0.5487301349639893, 0.5541666746139526, 0.5522618889808655, 0.5541666746139526, 0.5568650960922241, 0.554722249507904, 0.5551587343215942, 0.5603968501091003, 0.5588492155075073, 0.560952365398407, 0.5596031546592712, 0.5604761838912964, 0.561984121799469]","[0.5027777552604675, 0.5027777552604675, 0.5097222328186035, 0.5542592406272888, 0.5684259533882141, 0.5692592859268188, 0.5725926160812378, 0.5739814639091492, 0.5725926160812378, 0.5745370388031006, 0.5745370388031006, 0.5740740895271301, 0.5737037062644958, 0.5752778053283691, 0.5746296048164368, 0.5759259462356567, 0.5773147940635681, 0.5760185122489929, 0.5762962698936462, 0.5779629349708557]","[0.4514043629169464, 0.4108089506626129, 0.3678380250930786, 0.3288005590438843, 0.3121758699417114, 0.31043219566345215, 0.3098721504211426, 0.30965256690979004, 0.3078065514564514, 0.3091883659362793, 0.306441992521286, 0.30696046352386475, 0.3076992332935333, 0.3072822391986847, 0.30582550168037415, 0.30508819222450256, 0.30396291613578796, 0.30330097675323486, 0.30388525128364563, 0.30347156524658203]","[0.4432262182235718, 0.3905820846557617, 0.3324422240257263, 0.3087095022201538, 0.30869245529174805, 0.30973371863365173, 0.3108932375907898, 0.3103403151035309, 0.3101210594177246, 0.30953750014305115, 0.3092668354511261, 0.30888158082962036, 0.3085804879665375, 0.3085588812828064, 0.30801743268966675, 0.3073137402534485, 0.30718904733657837, 0.3065902292728424, 0.30621829628944397, 0.30653566122055054]"
22/08/2021 14:37:13,4,22/08/2021 23:23:03,22/08/2021 23:27:24,9,"[0.4988095164299011, 0.4988095164299011, 0.5001190304756165, 0.5225793719291687, 0.5442857146263123, 0.5511507987976074, 0.5526984333992004, 0.5530555844306946, 0.5518651008605957, 0.5560317635536194, 0.5577777624130249, 0.5596825480461121, 0.5587698221206665, 0.5583730340003967, 0.5555952191352844, 0.5617063641548157, 0.5566269755363464, 0.5611110925674438, 0.5632936358451843, 0.5660714507102966]","[0.5027777552604675, 0.5027777552604675, 0.522685170173645, 0.5713889002799988, 0.5724999904632568, 0.5764814615249634, 0.5762962698936462, 0.5764814615249634, 0.5770370364189148, 0.5786111354827881, 0.5768518447875977, 0.5768518447875977, 0.5787962675094604, 0.57833331823349, 0.579537034034729, 0.5794444680213928, 0.5799074172973633, 0.5786111354827881, 0.5811111330986023, 0.5812036991119385]","[0.4457568824291229, 0.40589356422424316, 0.36236250400543213, 0.32073646783828735, 0.30952829122543335, 0.30801162123680115, 0.3088766634464264, 0.3100649416446686, 0.3091185688972473, 0.3075767755508423, 0.307073712348938, 0.3074408173561096, 0.3064306378364563, 0.30660930275917053, 0.30498456954956055, 0.3036327064037323, 0.30479979515075684, 0.3048478066921234, 0.3036806583404541, 0.30366894602775574]","[0.4430028796195984, 0.3908880352973938, 0.3204008936882019, 0.30603206157684326, 0.30865293741226196, 0.30989471077919006, 0.3096105754375458, 0.30929505825042725, 0.30943161249160767, 0.30936458706855774, 0.3082890212535858, 0.3083646595478058, 0.3077987730503082, 0.30734893679618835, 0.3077923059463501, 0.3065948188304901, 0.3069588840007782, 0.3061530292034149, 0.30667218565940857, 0.30605965852737427]"
22/08/2021 14:37:13,5,22/08/2021 23:27:25,22/08/2021 23:31:36,9,"[0.4988095164299011, 0.4988095164299011, 0.5029761791229248, 0.5360317230224609, 0.5498015880584717, 0.553412675857544, 0.5567460060119629, 0.5599603056907654, 0.5604761838912964, 0.5605555772781372, 0.5576587319374084, 0.5643650889396667, 0.5607539415359497, 0.560436487197876, 0.5633333325386047, 0.560952365398407, 0.560952365398407, 0.5647222399711609, 0.5637301802635193, 0.5648412704467773]","[0.5027777552604675, 0.5028703808784485, 0.5528703927993774, 0.5787037014961243, 0.5782407522201538, 0.5798147916793823, 0.5787962675094604, 0.5796296000480652, 0.5803703665733337, 0.579537034034729, 0.579537034034729, 0.5800926089286804, 0.5811111330986023, 0.5806481242179871, 0.5812036991119385, 0.5820370316505432, 0.5814814567565918, 0.5815740823745728, 0.5812036991119385, 0.5814814567565918]","[0.4445212781429291, 0.4014383852481842, 0.34874120354652405, 0.31414657831192017, 0.31060484051704407, 0.3082655668258667, 0.30692803859710693, 0.3055045008659363, 0.30620476603507996, 0.3056851029396057, 0.30633145570755005, 0.3051898181438446, 0.3061310946941376, 0.30533143877983093, 0.30427563190460205, 0.3033466935157776, 0.3045333921909332, 0.30242472887039185, 0.3030462861061096, 0.30263569951057434]","[0.4361574947834015, 0.36688148975372314, 0.30637428164482117, 0.3036485016345978, 0.3054434657096863, 0.3066379129886627, 0.30599507689476013, 0.30628830194473267, 0.3065917491912842, 0.30607447028160095, 0.3063127100467682, 0.30589592456817627, 0.30598700046539307, 0.30508744716644287, 0.3049349784851074, 0.3042891323566437, 0.304460734128952, 0.3037824034690857, 0.30396366119384766, 0.30373233556747437]"
22/08/2021 14:37:13,6,22/08/2021 23:31:37,22/08/2021 23:35:52,9,"[0.4988095164299011, 0.4988095164299011, 0.5015873312950134, 0.5215079188346863, 0.5480952262878418, 0.5537301301956177, 0.553174614906311, 0.5560317635536194, 0.5561507940292358, 0.5572222471237183, 0.5574206113815308, 0.5607936382293701, 0.5603174567222595, 0.5605952143669128, 0.5588889122009277, 0.5625, 0.5583333373069763, 0.5634523630142212, 0.5601984262466431, 0.5617856979370117]","[0.5027777552604675, 0.5027777552604675, 0.5270370244979858, 0.5729629397392273, 0.5770370364189148, 0.5799999833106995, 0.5801851749420166, 0.5789814591407776, 0.5794444680213928, 0.5781481266021729, 0.5787962675094604, 0.5787037014961243, 0.5796296000480652, 0.5816666483879089, 0.5805555582046509, 0.5813888907432556, 0.580740749835968, 0.581944465637207, 0.5834259390830994, 0.580740749835968]","[0.44838228821754456, 0.40803277492523193, 0.36069032549858093, 0.32231083512306213, 0.3082970678806305, 0.3076707720756531, 0.30896201729774475, 0.3069881498813629, 0.30769404768943787, 0.305948942899704, 0.3072892725467682, 0.30661898851394653, 0.3048041760921478, 0.30477407574653625, 0.3053567409515381, 0.3045482635498047, 0.3051315248012543, 0.30392828583717346, 0.3038332760334015, 0.303555428981781]","[0.4428553581237793, 0.3818519413471222, 0.31971144676208496, 0.3039889335632324, 0.3047071099281311, 0.30634793639183044, 0.3058336079120636, 0.30664876103401184, 0.3060515224933624, 0.3060368299484253, 0.30557823181152344, 0.30534282326698303, 0.3053162693977356, 0.3047903776168823, 0.30443188548088074, 0.30384019017219543, 0.30406832695007324, 0.30430662631988525, 0.30517563223838806, 0.3034861385822296]"
22/08/2021 14:37:13,7,22/08/2021 23:35:53,22/08/2021 23:40:05,9,"[0.4988095164299011, 0.4988095164299011, 0.5036904811859131, 0.5269841551780701, 0.5459920763969421, 0.5540872812271118, 0.5578571557998657, 0.5563492178916931, 0.5589682459831238, 0.5571825504302979, 0.5586904883384705, 0.5595635175704956, 0.5588492155075073, 0.5634920597076416, 0.5603174567222595, 0.5620635151863098, 0.5606746077537537, 0.5644047856330872, 0.5606349110603333, 0.5621031522750854]","[0.5027777552604675, 0.5026851892471313, 0.5415740609169006, 0.5731481313705444, 0.575092613697052, 0.5764814615249634, 0.5779629349708557, 0.5788888931274414, 0.5787037014961243, 0.5781481266021729, 0.5788888931274414, 0.5786111354827881, 0.5788888931274414, 0.579537034034729, 0.5808333158493042, 0.5804629921913147, 0.5799999833106995, 0.5798147916793823, 0.5790740847587585, 0.5809259414672852]","[0.44504430890083313, 0.3994877338409424, 0.3481464982032776, 0.3168073296546936, 0.307996541261673, 0.3074333071708679, 0.3069794774055481, 0.3066306710243225, 0.30547887086868286, 0.30542564392089844, 0.30563634634017944, 0.303660124540329, 0.30465492606163025, 0.3043917119503021, 0.3041706383228302, 0.30349618196487427, 0.303810715675354, 0.30332985520362854, 0.30364930629730225, 0.3036336600780487]","[0.42999863624572754, 0.3608933687210083, 0.3097229301929474, 0.3030070960521698, 0.3049686551094055, 0.3065918982028961, 0.30639129877090454, 0.3064066469669342, 0.30652233958244324, 0.3072977662086487, 0.30736106634140015, 0.3064718544483185, 0.30652979016304016, 0.3058985471725464, 0.3068127930164337, 0.3060585856437683, 0.3060430586338043, 0.3055593967437744, 0.30506160855293274, 0.30585330724716187]"
22/08/2021 14:37:13,8,22/08/2021 23:40:05,22/08/2021 23:44:22,9,"[0.4988095164299011, 0.4988095164299011, 0.4990079402923584, 0.5096032023429871, 0.5231745839118958, 0.5364682674407959, 0.5430952310562134, 0.545119047164917, 0.544603168964386, 0.5480555295944214, 0.5481746196746826, 0.5555952191352844, 0.5496428608894348, 0.5475000143051147, 0.5550793409347534, 0.5525397062301636, 0.5550793409347534, 0.5535714030265808, 0.5572222471237183, 0.5551587343215942]","[0.5027777552604675, 0.5027777552604675, 0.5091666579246521, 0.5396296381950378, 0.5550000071525574, 0.5613889098167419, 0.5644444227218628, 0.5675926208496094, 0.568240761756897, 0.5709259510040283, 0.5685185194015503, 0.5677777528762817, 0.5691666603088379, 0.5708333253860474, 0.573888897895813, 0.5735185146331787, 0.5708333253860474, 0.5725926160812378, 0.5730555653572083, 0.5729629397392273]","[0.44740739464759827, 0.4083975851535797, 0.3682383894920349, 0.3345731496810913, 0.3180229663848877, 0.3128058612346649, 0.30927491188049316, 0.30969035625457764, 0.308414101600647, 0.30935558676719666, 0.3066833019256592, 0.3058103621006012, 0.3076620101928711, 0.30797263979911804, 0.3063601851463318, 0.3073732852935791, 0.30578523874282837, 0.3062158226966858, 0.3045688271522522, 0.3040635883808136]","[0.4452085494995117, 0.3938789367675781, 0.33877360820770264, 0.31135112047195435, 0.3077448010444641, 0.30875444412231445, 0.30943942070007324, 0.3088693916797638, 0.3091243803501129, 0.3085261285305023, 0.30858147144317627, 0.30799347162246704, 0.30810683965682983, 0.3082975149154663, 0.3084879517555237, 0.3079212009906769, 0.3075157701969147, 0.3075217306613922, 0.3072139620780945, 0.30646640062332153]"
22/08/2021 14:37:13,9,22/08/2021 23:44:22,22/08/2021 23:48:36,9,"[0.4988095164299011, 0.4988095164299011, 0.5001984238624573, 0.5132539868354797, 0.5326587557792664, 0.539206326007843, 0.5496031641960144, 0.5523412823677063, 0.5521031618118286, 0.5503571629524231, 0.5511904954910278, 0.5559126734733582, 0.5582539439201355, 0.554722249507904, 0.5625, 0.5581746101379395, 0.5606746077537537, 0.5608730316162109, 0.5601984262466431, 0.5625]","[0.5027777552604675, 0.5027777552604675, 0.5153703689575195, 0.5522222518920898, 0.5663889050483704, 0.5745370388031006, 0.5777778029441833, 0.5787962675094604, 0.5792592763900757, 0.580740749835968, 0.5812036991119385, 0.5841666460037231, 0.585277795791626, 0.5829629898071289, 0.5820370316505432, 0.5832407474517822, 0.5836111307144165, 0.5834259390830994, 0.5832407474517822, 0.5830555558204651]","[0.4473869502544403, 0.4050835967063904, 0.3628671169281006, 0.33067378401756287, 0.31666508316993713, 0.31089720129966736, 0.3100503087043762, 0.3080969750881195, 0.30915093421936035, 0.3090251684188843, 0.30764684081077576, 0.3076545000076294, 0.3063184320926666, 0.30742549896240234, 0.30447933077812195, 0.30555450916290283, 0.3050572872161865, 0.30388277769088745, 0.30435311794281006, 0.30392807722091675]","[0.43760764598846436, 0.3789866268634796, 0.3314187228679657, 0.31075161695480347, 0.3083678185939789, 0.30748450756073, 0.30790773034095764, 0.3079213798046112, 0.3074578642845154, 0.30793800950050354, 0.30746904015541077, 0.3081285059452057, 0.3079221248626709, 0.3065808117389679, 0.30617019534111023, 0.3058259189128876, 0.30573785305023193, 0.3049914240837097, 0.3061419427394867, 0.30565157532691956]"
22/08/2021 14:37:13,10,22/08/2021 23:48:37,22/08/2021 23:52:53,9,"[0.4988095164299011, 0.4988095164299011, 0.49992063641548157, 0.5161111354827881, 0.5415079593658447, 0.5493254065513611, 0.547182559967041, 0.5569841265678406, 0.5567063689231873, 0.5573412775993347, 0.5558333396911621, 0.5576587319374084, 0.5570635199546814, 0.5579364895820618, 0.5581746101379395, 0.55865079164505, 0.5590476393699646, 0.5597222447395325, 0.5579364895820618, 0.5603968501091003]","[0.5027777552604675, 0.5027777552604675, 0.5207407474517822, 0.5615741014480591, 0.5697222352027893, 0.5707407593727112, 0.571481466293335, 0.5724999904632568, 0.574999988079071, 0.5721296072006226, 0.5760185122489929, 0.5768518447875977, 0.5742592811584473, 0.5767592787742615, 0.5744444727897644, 0.5764814615249634, 0.579537034034729, 0.5753703713417053, 0.5776851773262024, 0.5757407546043396]","[0.44638803601264954, 0.40547627210617065, 0.36243370175361633, 0.32663753628730774, 0.3116512596607208, 0.30752360820770264, 0.30844196677207947, 0.30600088834762573, 0.3055514693260193, 0.30748769640922546, 0.3076023757457733, 0.3061925768852234, 0.3054923117160797, 0.30616798996925354, 0.30708882212638855, 0.3050990402698517, 0.30511659383773804, 0.30428504943847656, 0.3054327070713043, 0.30484437942504883]","[0.4401901662349701, 0.3817065358161926, 0.3253888189792633, 0.30408328771591187, 0.3049200475215912, 0.30606821179389954, 0.3076079189777374, 0.307400107383728, 0.30812767148017883, 0.3072298467159271, 0.30743855237960815, 0.30709099769592285, 0.30638304352760315, 0.3064540922641754, 0.30609840154647827, 0.3061292767524719, 0.30632928013801575, 0.3052968978881836, 0.3051959276199341, 0.3052714169025421]"
